origin_airport,destination_airport,num_flights,o_lat,o_long,d_lat,d_long
PHX,RNO,1661,33.43417,-112.00806000000001,39.49858,-119.76806
MSP,RNO,22,44.88055,-93.21692,39.49858,-119.76806
SLC,RNO,1359,40.78839,-111.97776999999999,39.49858,-119.76806
DFW,RNO,798,32.89595,-97.0372,39.49858,-119.76806
DAL,RNO,74,32.84711,-96.85177,39.49858,-119.76806
PDX,RNO,16,45.58872,-122.5975,39.49858,-119.76806
OAK,RNO,1033,37.72129,-122.22072,39.49858,-119.76806
IAH,RNO,27,29.98047,-95.33972,39.49858,-119.76806
SJC,RNO,354,37.36186,-121.92901,39.49858,-119.76806
SMF,RNO,2,38.69542,-121.59076999999999,39.49858,-119.76806
MDW,RNO,251,41.78598,-87.75242,39.49858,-119.76806
LGB,RNO,365,33.81772,-118.15161,39.49858,-119.76806
SFO,MCO,1451,37.619,-122.37483999999999,28.428890000000003,-81.31603
LAX,MCO,3340,33.94254,-118.40807,28.428890000000003,-81.31603
JFK,MCO,5176,40.63975,-73.77893,28.428890000000003,-81.31603
LAS,MCO,1115,36.08036,-115.15233,28.428890000000003,-81.31603
LGA,MCO,4072,40.77724,-73.87261,28.428890000000003,-81.31603
ORD,MCO,4831,41.9796,-87.90446,28.428890000000003,-81.31603
SEA,MCO,902,47.44898,-122.30931000000001,28.428890000000003,-81.31603
ATL,MCO,9072,33.640440000000005,-84.42694,28.428890000000003,-81.31603
DEN,MCO,3353,39.85841,-104.667,28.428890000000003,-81.31603
BOS,MCO,4280,42.36435,-71.00518000000001,28.428890000000003,-81.31603
DCA,MCO,3900,38.85208,-77.03772,28.428890000000003,-81.31603
FLL,MCO,1738,26.07258,-80.15275,28.428890000000003,-81.31603
SAN,MCO,992,32.73356,-117.18966,28.428890000000003,-81.31603
PHX,MCO,1469,33.43417,-112.00806000000001,28.428890000000003,-81.31603
MSP,MCO,2014,44.88055,-93.21692,28.428890000000003,-81.31603
SLC,MCO,1343,40.78839,-111.97776999999999,28.428890000000003,-81.31603
DFW,MCO,3858,32.89595,-97.0372,28.428890000000003,-81.31603
EWR,MCO,7295,40.6925,-74.16866,28.428890000000003,-81.31603
HOU,MCO,1584,29.64542,-95.27889,28.428890000000003,-81.31603
DAL,MCO,1237,32.84711,-96.85177,28.428890000000003,-81.31603
PHL,MCO,5021,39.87195,-75.24114,28.428890000000003,-81.31603
BWI,MCO,4321,39.1754,-76.6682,28.428890000000003,-81.31603
MIA,MCO,3013,25.79325,-80.29056,28.428890000000003,-81.31603
PDX,MCO,291,45.58872,-122.5975,28.428890000000003,-81.31603
DTW,MCO,3315,42.21206,-83.34884,28.428890000000003,-81.31603
CLT,MCO,3459,35.214009999999995,-80.94313000000001,28.428890000000003,-81.31603
MSY,MCO,1697,29.99339,-90.25803,28.428890000000003,-81.31603
IAH,MCO,2776,29.98047,-95.33972,28.428890000000003,-81.31603
RDU,MCO,1168,35.87764,-78.78747,28.428890000000003,-81.31603
MDW,MCO,2874,41.78598,-87.75242,28.428890000000003,-81.31603
STL,MCO,1927,38.747690000000006,-90.35999,28.428890000000003,-81.31603
IND,MCO,1557,39.71733,-86.29438,28.428890000000003,-81.31603
RIC,MCO,762,37.50517,-77.31967,28.428890000000003,-81.31603
SJU,MCO,4005,18.439420000000002,-66.00183,28.428890000000003,-81.31603
IAD,MCO,2154,38.94453,-77.45581,28.428890000000003,-81.31603
AUS,MCO,1191,30.19453,-97.66986999999999,28.428890000000003,-81.31603
MCI,MCO,1388,39.29761,-94.71391,28.428890000000003,-81.31603
CMH,MCO,1485,39.99799,-82.89188,28.428890000000003,-81.31603
SAT,MCO,556,29.533690000000004,-98.46978,28.428890000000003,-81.31603
MKE,MCO,1518,42.94722,-87.89658,28.428890000000003,-81.31603
BNA,MCO,1771,36.12448,-86.67818,28.428890000000003,-81.31603
PIT,MCO,1863,40.49147,-80.23286999999999,28.428890000000003,-81.31603
MEM,MCO,532,35.04242,-89.97667,28.428890000000003,-81.31603
CLE,MCO,1367,41.41089,-81.8494,28.428890000000003,-81.31603
BHM,MCO,737,33.562940000000005,-86.75355,28.428890000000003,-81.31603
MSN,MCO,72,43.13986,-89.33751,28.428890000000003,-81.31603
ORF,MCO,429,36.89461,-76.20121999999999,28.428890000000003,-81.31603
LGB,MCO,1,33.81772,-118.15161,28.428890000000003,-81.31603
SDF,MCO,425,38.17439,-85.736,28.428890000000003,-81.31603
PVD,MCO,2243,41.724,-71.42822,28.428890000000003,-81.31603
CVG,MCO,1165,39.04614,-84.66216999999999,28.428890000000003,-81.31603
OMA,MCO,198,41.30252,-95.89416999999999,28.428890000000003,-81.31603
ABQ,MCO,78,35.04022,-106.60918999999998,28.428890000000003,-81.31603
BDL,MCO,2074,41.93887,-72.68323000000001,28.428890000000003,-81.31603
MHT,MCO,761,42.93452,-71.43706,28.428890000000003,-81.31603
GRR,MCO,177,42.88082,-85.52277,28.428890000000003,-81.31603
COS,MCO,363,38.80581,-104.70025,28.428890000000003,-81.31603
BUF,MCO,1577,42.94052,-78.73217,28.428890000000003,-81.31603
OKC,MCO,51,35.39309,-97.60073,28.428890000000003,-81.31603
HPN,MCO,1213,41.066959999999995,-73.70756999999999,28.428890000000003,-81.31603
CID,MCO,7,41.88459,-91.71087,28.428890000000003,-81.31603
ALB,MCO,1084,42.74812,-73.80298,28.428890000000003,-81.31603
TYS,MCO,38,35.812490000000004,-83.99286,28.428890000000003,-81.31603
CAK,MCO,368,40.916309999999996,-81.44247,28.428890000000003,-81.31603
FNT,MCO,36,42.9655,-83.74346,28.428890000000003,-81.31603
ISP,MCO,1320,40.79524,-73.10021,28.428890000000003,-81.31603
DAY,MCO,14,39.90238,-84.21938,28.428890000000003,-81.31603
DSM,MCO,74,41.534929999999996,-93.66068,28.428890000000003,-81.31603
SYR,MCO,365,43.11119,-76.10631,28.428890000000003,-81.31603
PWM,MCO,7,43.64617,-70.30875,28.428890000000003,-81.31603
ROC,MCO,411,43.11887,-77.67238,28.428890000000003,-81.31603
ACY,MCO,863,39.45758,-74.57717,28.428890000000003,-81.31603
SWF,MCO,365,41.504090000000005,-74.10484,28.428890000000003,-81.31603
BQN,MCO,440,18.49486,-67.12944,28.428890000000003,-81.31603
TTN,MCO,500,40.27669,-74.81347,28.428890000000003,-81.31603
PSE,MCO,429,18.0083,-66.56300999999999,28.428890000000003,-81.31603
ORH,MCO,359,42.267340000000004,-71.87571,28.428890000000003,-81.31603
LBE,MCO,356,40.275940000000006,-79.4048,28.428890000000003,-81.31603
PBG,MCO,173,,,28.428890000000003,-81.31603
IAG,MCO,192,43.10726,-78.94538,28.428890000000003,-81.31603
SFO,RDM,1381,37.619,-122.37483999999999,44.25407,-121.14996000000001
LAX,RDM,365,33.94254,-118.40807,44.25407,-121.14996000000001
SEA,RDM,378,47.44898,-122.30931000000001,44.25407,-121.14996000000001
DEN,RDM,574,39.85841,-104.667,44.25407,-121.14996000000001
PHX,RDM,365,33.43417,-112.00806000000001,44.25407,-121.14996000000001
SLC,RDM,709,40.78839,-111.97776999999999,44.25407,-121.14996000000001
PDX,RDM,1,45.58872,-122.5975,44.25407,-121.14996000000001
SMF,RDM,1,38.69542,-121.59076999999999,44.25407,-121.14996000000001
SFO,SBP,1341,37.619,-122.37483999999999,35.23706,-120.64238999999999
LAX,SBP,1364,33.94254,-118.40807,35.23706,-120.64238999999999
SEA,SBP,140,47.44898,-122.30931000000001,35.23706,-120.64238999999999
DEN,SBP,210,39.85841,-104.667,35.23706,-120.64238999999999
PHX,SBP,466,33.43417,-112.00806000000001,35.23706,-120.64238999999999
SFO,EUG,1278,37.619,-122.37483999999999,44.123259999999995,-123.21869
LAX,EUG,729,33.94254,-118.40807,44.123259999999995,-123.21869
SEA,EUG,617,47.44898,-122.30931000000001,44.123259999999995,-123.21869
DEN,EUG,697,39.85841,-104.667,44.123259999999995,-123.21869
PHX,EUG,211,33.43417,-112.00806000000001,44.123259999999995,-123.21869
SLC,EUG,449,40.78839,-111.97776999999999,44.123259999999995,-123.21869
RDM,EUG,1,44.25407,-121.14996000000001,44.123259999999995,-123.21869
SFO,ACV,1202,37.619,-122.37483999999999,40.978120000000004,-124.10862
MFR,ACV,1,42.37423,-122.8735,40.978120000000004,-124.10862
SFO,FAT,1076,37.619,-122.37483999999999,36.77619,-119.71813999999999
LAX,FAT,2009,33.94254,-118.40807,36.77619,-119.71813999999999
SEA,FAT,848,47.44898,-122.30931000000001,36.77619,-119.71813999999999
DEN,FAT,1304,39.85841,-104.667,36.77619,-119.71813999999999
SAN,FAT,592,32.73356,-117.18966,36.77619,-119.71813999999999
PHX,FAT,390,33.43417,-112.00806000000001,36.77619,-119.71813999999999
SLC,FAT,1027,40.78839,-111.97776999999999,36.77619,-119.71813999999999
DFW,FAT,719,32.89595,-97.0372,36.77619,-119.71813999999999
PDX,FAT,365,45.58872,-122.5975,36.77619,-119.71813999999999
SFO,RDD,1069,37.619,-122.37483999999999,40.50898,-122.2934
SFO,STL,1050,37.619,-122.37483999999999,38.747690000000006,-90.35999
LAX,STL,1681,33.94254,-118.40807,38.747690000000006,-90.35999
LAS,STL,1644,36.08036,-115.15233,38.747690000000006,-90.35999
LGA,STL,1852,40.77724,-73.87261,38.747690000000006,-90.35999
ORD,STL,2559,41.9796,-87.90446,38.747690000000006,-90.35999
SEA,STL,842,47.44898,-122.30931000000001,38.747690000000006,-90.35999
ATL,STL,4150,33.640440000000005,-84.42694,38.747690000000006,-90.35999
MCO,STL,1928,28.428890000000003,-81.31603,38.747690000000006,-90.35999
DEN,STL,2510,39.85841,-104.667,38.747690000000006,-90.35999
BOS,STL,1007,42.36435,-71.00518000000001,38.747690000000006,-90.35999
DCA,STL,1092,38.85208,-77.03772,38.747690000000006,-90.35999
FLL,STL,674,26.07258,-80.15275,38.747690000000006,-90.35999
SAN,STL,579,32.73356,-117.18966,38.747690000000006,-90.35999
PHX,STL,2023,33.43417,-112.00806000000001,38.747690000000006,-90.35999
MSP,STL,2473,44.88055,-93.21692,38.747690000000006,-90.35999
SLC,STL,670,40.78839,-111.97776999999999,38.747690000000006,-90.35999
DFW,STL,2403,32.89595,-97.0372,38.747690000000006,-90.35999
EWR,STL,1752,40.6925,-74.16866,38.747690000000006,-90.35999
TPA,STL,843,27.97547,-82.53325,38.747690000000006,-90.35999
HOU,STL,1398,29.64542,-95.27889,38.747690000000006,-90.35999
DAL,STL,2078,32.84711,-96.85177,38.747690000000006,-90.35999
PHL,STL,766,39.87195,-75.24114,38.747690000000006,-90.35999
BWI,STL,1366,39.1754,-76.6682,38.747690000000006,-90.35999
MIA,STL,683,25.79325,-80.29056,38.747690000000006,-90.35999
PDX,STL,570,45.58872,-122.5975,38.747690000000006,-90.35999
OAK,STL,365,37.72129,-122.22072,38.747690000000006,-90.35999
DTW,STL,1321,42.21206,-83.34884,38.747690000000006,-90.35999
CLT,STL,1296,35.214009999999995,-80.94313000000001,38.747690000000006,-90.35999
MSY,STL,650,29.99339,-90.25803,38.747690000000006,-90.35999
IAH,STL,972,29.98047,-95.33972,38.747690000000006,-90.35999
RDU,STL,587,35.87764,-78.78747,38.747690000000006,-90.35999
SNA,STL,22,33.67566,-117.86822,38.747690000000006,-90.35999
MDW,STL,2485,41.78598,-87.75242,38.747690000000006,-90.35999
RSW,STL,724,26.536170000000002,-81.75516999999999,38.747690000000006,-90.35999
AUS,STL,531,30.19453,-97.66986999999999,38.747690000000006,-90.35999
MCI,STL,1292,39.29761,-94.71391,38.747690000000006,-90.35999
CMH,STL,655,39.99799,-82.89188,38.747690000000006,-90.35999
SAT,STL,701,29.533690000000004,-98.46978,38.747690000000006,-90.35999
MKE,STL,414,42.94722,-87.89658,38.747690000000006,-90.35999
BNA,STL,828,36.12448,-86.67818,38.747690000000006,-90.35999
PIT,STL,387,40.49147,-80.23286999999999,38.747690000000006,-90.35999
CHS,STL,85,32.89865,-80.04051,38.747690000000006,-90.35999
CLE,STL,539,41.41089,-81.8494,38.747690000000006,-90.35999
CVG,STL,57,39.04614,-84.66216999999999,38.747690000000006,-90.35999
OMA,STL,949,41.30252,-95.89416999999999,38.747690000000006,-90.35999
TUL,STL,664,36.198370000000004,-95.88824,38.747690000000006,-90.35999
PNS,STL,10,30.473309999999998,-87.18744000000001,38.747690000000006,-90.35999
ICT,STL,677,37.64996,-97.43305,38.747690000000006,-90.35999
LIT,STL,675,34.7294,-92.22425,38.747690000000006,-90.35999
OKC,STL,653,35.39309,-97.60073,38.747690000000006,-90.35999
ECP,STL,173,,,38.747690000000006,-90.35999
DSM,STL,677,41.534929999999996,-93.66068,38.747690000000006,-90.35999
SFO,TUS,904,37.619,-122.37483999999999,32.11608,-110.94103
LAX,TUS,3172,33.94254,-118.40807,32.11608,-110.94103
JFK,TUS,124,40.63975,-73.77893,32.11608,-110.94103
LAS,TUS,1086,36.08036,-115.15233,32.11608,-110.94103
ORD,TUS,1049,41.9796,-87.90446,32.11608,-110.94103
SEA,TUS,493,47.44898,-122.30931000000001,32.11608,-110.94103
ATL,TUS,681,33.640440000000005,-84.42694,32.11608,-110.94103
DEN,TUS,2081,39.85841,-104.667,32.11608,-110.94103
SAN,TUS,766,32.73356,-117.18966,32.11608,-110.94103
PHX,TUS,519,33.43417,-112.00806000000001,32.11608,-110.94103
MSP,TUS,171,44.88055,-93.21692,32.11608,-110.94103
SLC,TUS,775,40.78839,-111.97776999999999,32.11608,-110.94103
DFW,TUS,2172,32.89595,-97.0372,32.11608,-110.94103
HOU,TUS,6,29.64542,-95.27889,32.11608,-110.94103
PDX,TUS,154,45.58872,-122.5975,32.11608,-110.94103
OAK,TUS,16,37.72129,-122.22072,32.11608,-110.94103
IAH,TUS,686,29.98047,-95.33972,32.11608,-110.94103
SJC,TUS,126,37.36186,-121.92901,32.11608,-110.94103
MDW,TUS,422,41.78598,-87.75242,32.11608,-110.94103
EUG,TUS,1,44.123259999999995,-123.21869,32.11608,-110.94103
SFO,MDW,827,37.619,-122.37483999999999,41.78598,-87.75242
LAX,MDW,2024,33.94254,-118.40807,41.78598,-87.75242
LAS,MDW,2983,36.08036,-115.15233,41.78598,-87.75242
LGA,MDW,2150,40.77724,-73.87261,41.78598,-87.75242
SEA,MDW,1029,47.44898,-122.30931000000001,41.78598,-87.75242
ATL,MDW,4616,33.640440000000005,-84.42694,41.78598,-87.75242
MCO,MDW,2871,28.428890000000003,-81.31603,41.78598,-87.75242
DEN,MDW,3102,39.85841,-104.667,41.78598,-87.75242
BOS,MDW,1554,42.36435,-71.00518000000001,41.78598,-87.75242
DCA,MDW,2224,38.85208,-77.03772,41.78598,-87.75242
FLL,MDW,1392,26.07258,-80.15275,41.78598,-87.75242
SAN,MDW,1282,32.73356,-117.18966,41.78598,-87.75242
PHX,MDW,2544,33.43417,-112.00806000000001,41.78598,-87.75242
MSP,MDW,3776,44.88055,-93.21692,41.78598,-87.75242
SLC,MDW,757,40.78839,-111.97776999999999,41.78598,-87.75242
EWR,MDW,1919,40.6925,-74.16866,41.78598,-87.75242
TPA,MDW,1655,27.97547,-82.53325,41.78598,-87.75242
HOU,MDW,2318,29.64542,-95.27889,41.78598,-87.75242
DAL,MDW,2445,32.84711,-96.85177,41.78598,-87.75242
PHL,MDW,2015,39.87195,-75.24114,41.78598,-87.75242
BWI,MDW,2336,39.1754,-76.6682,41.78598,-87.75242
PDX,MDW,778,45.58872,-122.5975,41.78598,-87.75242
OAK,MDW,1104,37.72129,-122.22072,41.78598,-87.75242
DTW,MDW,1966,42.21206,-83.34884,41.78598,-87.75242
CLT,MDW,712,35.214009999999995,-80.94313000000001,41.78598,-87.75242
JAX,MDW,365,30.494059999999998,-81.68786,41.78598,-87.75242
MSY,MDW,1040,29.99339,-90.25803,41.78598,-87.75242
SJC,MDW,365,37.36186,-121.92901,41.78598,-87.75242
RDU,MDW,1180,35.87764,-78.78747,41.78598,-87.75242
SNA,MDW,280,33.67566,-117.86822,41.78598,-87.75242
SMF,MDW,461,38.69542,-121.59076999999999,41.78598,-87.75242
PBI,MDW,7,26.683159999999997,-80.09559,41.78598,-87.75242
STL,MDW,2479,38.747690000000006,-90.35999,41.78598,-87.75242
IND,MDW,682,39.71733,-86.29438,41.78598,-87.75242
SJU,MDW,43,18.439420000000002,-66.00183,41.78598,-87.75242
RSW,MDW,1232,26.536170000000002,-81.75516999999999,41.78598,-87.75242
AUS,MDW,999,30.19453,-97.66986999999999,41.78598,-87.75242
MCI,MDW,2843,39.29761,-94.71391,41.78598,-87.75242
CMH,MDW,2001,39.99799,-82.89188,41.78598,-87.75242
SAT,MDW,763,29.533690000000004,-98.46978,41.78598,-87.75242
BNA,MDW,2309,36.12448,-86.67818,41.78598,-87.75242
PIT,MDW,1709,40.49147,-80.23286999999999,41.78598,-87.75242
CHS,MDW,621,32.89865,-80.04051,41.78598,-87.75242
MEM,MDW,702,35.04242,-89.97667,41.78598,-87.75242
GEG,MDW,93,47.619859999999996,-117.53383999999998,41.78598,-87.75242
CLE,MDW,1845,41.41089,-81.8494,41.78598,-87.75242
BHM,MDW,692,33.562940000000005,-86.75355,41.78598,-87.75242
RNO,MDW,251,39.49858,-119.76806,41.78598,-87.75242
TUS,MDW,422,32.11608,-110.94103,41.78598,-87.75242
ONT,MDW,365,34.056,-117.60118999999999,41.78598,-87.75242
ORF,MDW,677,36.89461,-76.20121999999999,41.78598,-87.75242
SDF,MDW,1245,38.17439,-85.736,41.78598,-87.75242
PVD,MDW,974,41.724,-71.42822,41.78598,-87.75242
CVG,MDW,1006,39.04614,-84.66216999999999,41.78598,-87.75242
OMA,MDW,1828,41.30252,-95.89416999999999,41.78598,-87.75242
BOI,MDW,95,43.564440000000005,-116.22278,41.78598,-87.75242
ABQ,MDW,680,35.04022,-106.60918999999998,41.78598,-87.75242
PNS,MDW,39,30.473309999999998,-87.18744000000001,41.78598,-87.75242
BDL,MDW,966,41.93887,-72.68323000000001,41.78598,-87.75242
MHT,MDW,921,42.93452,-71.43706,41.78598,-87.75242
GRR,MDW,1041,42.88082,-85.52277,41.78598,-87.75242
BUF,MDW,1036,42.94052,-78.73217,41.78598,-87.75242
OKC,MDW,362,35.39309,-97.60073,41.78598,-87.75242
ECP,MDW,10,,,41.78598,-87.75242
ALB,MDW,726,42.74812,-73.80298,41.78598,-87.75242
FNT,MDW,1027,42.9655,-83.74346,41.78598,-87.75242
DAY,MDW,440,39.90238,-84.21938,41.78598,-87.75242
SFO,KOA,751,37.619,-122.37483999999999,19.738770000000002,-156.04563000000002
LAX,KOA,1614,33.94254,-118.40807,19.738770000000002,-156.04563000000002
SEA,KOA,992,47.44898,-122.30931000000001,19.738770000000002,-156.04563000000002
HNL,KOA,6930,21.31869,-157.92241,19.738770000000002,-156.04563000000002
OGG,KOA,1095,20.89865,-156.43046,19.738770000000002,-156.04563000000002
DEN,KOA,157,39.85841,-104.667,19.738770000000002,-156.04563000000002
SAN,KOA,169,32.73356,-117.18966,19.738770000000002,-156.04563000000002
PHX,KOA,339,33.43417,-112.00806000000001,19.738770000000002,-156.04563000000002
DFW,KOA,131,32.89595,-97.0372,19.738770000000002,-156.04563000000002
ANC,KOA,45,61.174319999999994,-149.99618999999998,19.738770000000002,-156.04563000000002
LIH,KOA,295,21.97598,-159.33896000000001,19.738770000000002,-156.04563000000002
PDX,KOA,163,45.58872,-122.5975,19.738770000000002,-156.04563000000002
OAK,KOA,335,37.72129,-122.22072,19.738770000000002,-156.04563000000002
SJC,KOA,156,37.36186,-121.92901,19.738770000000002,-156.04563000000002
BLI,KOA,21,48.79275,-122.53753,19.738770000000002,-156.04563000000002
SFO,DCA,729,37.619,-122.37483999999999,38.85208,-77.03772
LAX,DCA,1345,33.94254,-118.40807,38.85208,-77.03772
JFK,DCA,440,40.63975,-73.77893,38.85208,-77.03772
LAS,DCA,357,36.08036,-115.15233,38.85208,-77.03772
LGA,DCA,1173,40.77724,-73.87261,38.85208,-77.03772
ORD,DCA,6912,41.9796,-87.90446,38.85208,-77.03772
SEA,DCA,726,47.44898,-122.30931000000001,38.85208,-77.03772
ATL,DCA,5495,33.640440000000005,-84.42694,38.85208,-77.03772
MCO,DCA,3900,28.428890000000003,-81.31603,38.85208,-77.03772
DEN,DCA,1456,39.85841,-104.667,38.85208,-77.03772
BOS,DCA,8354,42.36435,-71.00518000000001,38.85208,-77.03772
FLL,DCA,2881,26.07258,-80.15275,38.85208,-77.03772
PHX,DCA,1079,33.43417,-112.00806000000001,38.85208,-77.03772
MSP,DCA,1960,44.88055,-93.21692,38.85208,-77.03772
SLC,DCA,463,40.78839,-111.97776999999999,38.85208,-77.03772
DFW,DCA,3071,32.89595,-97.0372,38.85208,-77.03772
EWR,DCA,2285,40.6925,-74.16866,38.85208,-77.03772
TPA,DCA,2341,27.97547,-82.53325,38.85208,-77.03772
HOU,DCA,1036,29.64542,-95.27889,38.85208,-77.03772
DAL,DCA,2125,32.84711,-96.85177,38.85208,-77.03772
PHL,DCA,360,39.87195,-75.24114,38.85208,-77.03772
MIA,DCA,3273,25.79325,-80.29056,38.85208,-77.03772
PDX,DCA,365,45.58872,-122.5975,38.85208,-77.03772
DTW,DCA,2107,42.21206,-83.34884,38.85208,-77.03772
CLT,DCA,2933,35.214009999999995,-80.94313000000001,38.85208,-77.03772
JAX,DCA,747,30.494059999999998,-81.68786,38.85208,-77.03772
MSY,DCA,1013,29.99339,-90.25803,38.85208,-77.03772
IAH,DCA,1454,29.98047,-95.33972,38.85208,-77.03772
RDU,DCA,3,35.87764,-78.78747,38.85208,-77.03772
MDW,DCA,2224,41.78598,-87.75242,38.85208,-77.03772
PBI,DCA,1025,26.683159999999997,-80.09559,38.85208,-77.03772
STL,DCA,1092,38.747690000000006,-90.35999,38.85208,-77.03772
IND,DCA,572,39.71733,-86.29438,38.85208,-77.03772
SJU,DCA,359,18.439420000000002,-66.00183,38.85208,-77.03772
RSW,DCA,783,26.536170000000002,-81.75516999999999,38.85208,-77.03772
AUS,DCA,365,30.19453,-97.66986999999999,38.85208,-77.03772
MCI,DCA,677,39.29761,-94.71391,38.85208,-77.03772
CMH,DCA,675,39.99799,-82.89188,38.85208,-77.03772
MKE,DCA,686,42.94722,-87.89658,38.85208,-77.03772
BNA,DCA,1083,36.12448,-86.67818,38.85208,-77.03772
CHS,DCA,871,32.89865,-80.04051,38.85208,-77.03772
CLE,DCA,1584,41.41089,-81.8494,38.85208,-77.03772
PVD,DCA,729,41.724,-71.42822,38.85208,-77.03772
CVG,DCA,155,39.04614,-84.66216999999999,38.85208,-77.03772
BTR,DCA,1,30.53316,-91.14963,38.85208,-77.03772
OMA,DCA,365,41.30252,-95.89416999999999,38.85208,-77.03772
BDL,DCA,694,41.93887,-72.68323000000001,38.85208,-77.03772
PWM,DCA,19,43.64617,-70.30875,38.85208,-77.03772
ACK,DCA,59,41.25305,-70.06018,38.85208,-77.03772
SFO,MCI,718,37.619,-122.37483999999999,39.29761,-94.71391
LAX,MCI,1655,33.94254,-118.40807,39.29761,-94.71391
LAS,MCI,1760,36.08036,-115.15233,39.29761,-94.71391
LGA,MCI,741,40.77724,-73.87261,39.29761,-94.71391
ORD,MCI,2536,41.9796,-87.90446,39.29761,-94.71391
SEA,MCI,989,47.44898,-122.30931000000001,39.29761,-94.71391
ATL,MCI,3838,33.640440000000005,-84.42694,39.29761,-94.71391
MCO,MCI,1387,28.428890000000003,-81.31603,39.29761,-94.71391
DEN,MCI,3435,39.85841,-104.667,39.29761,-94.71391
BOS,MCI,582,42.36435,-71.00518000000001,39.29761,-94.71391
DCA,MCI,676,38.85208,-77.03772,39.29761,-94.71391
FLL,MCI,434,26.07258,-80.15275,39.29761,-94.71391
SAN,MCI,604,32.73356,-117.18966,39.29761,-94.71391
PHX,MCI,2059,33.43417,-112.00806000000001,39.29761,-94.71391
MSP,MCI,2372,44.88055,-93.21692,39.29761,-94.71391
SLC,MCI,728,40.78839,-111.97776999999999,39.29761,-94.71391
DFW,MCI,2249,32.89595,-97.0372,39.29761,-94.71391
EWR,MCI,73,40.6925,-74.16866,39.29761,-94.71391
TPA,MCI,520,27.97547,-82.53325,39.29761,-94.71391
HOU,MCI,1031,29.64542,-95.27889,39.29761,-94.71391
DAL,MCI,2376,32.84711,-96.85177,39.29761,-94.71391
PHL,MCI,208,39.87195,-75.24114,39.29761,-94.71391
BWI,MCI,905,39.1754,-76.6682,39.29761,-94.71391
MIA,MCI,73,25.79325,-80.29056,39.29761,-94.71391
PDX,MCI,604,45.58872,-122.5975,39.29761,-94.71391
OAK,MCI,428,37.72129,-122.22072,39.29761,-94.71391
DTW,MCI,1595,42.21206,-83.34884,39.29761,-94.71391
CLT,MCI,1363,35.214009999999995,-80.94313000000001,39.29761,-94.71391
MSY,MCI,388,29.99339,-90.25803,39.29761,-94.71391
IAH,MCI,526,29.98047,-95.33972,39.29761,-94.71391
SNA,MCI,20,33.67566,-117.86822,39.29761,-94.71391
MDW,MCI,2850,41.78598,-87.75242,39.29761,-94.71391
STL,MCI,1286,38.747690000000006,-90.35999,39.29761,-94.71391
IND,MCI,672,39.71733,-86.29438,39.29761,-94.71391
IAD,MCI,2,38.94453,-77.45581,39.29761,-94.71391
RSW,MCI,162,26.536170000000002,-81.75516999999999,39.29761,-94.71391
AUS,MCI,289,30.19453,-97.66986999999999,39.29761,-94.71391
SAT,MCI,365,29.533690000000004,-98.46978,39.29761,-94.71391
MKE,MCI,641,42.94722,-87.89658,39.29761,-94.71391
BNA,MCI,1213,36.12448,-86.67818,39.29761,-94.71391
CVG,MCI,299,39.04614,-84.66216999999999,39.29761,-94.71391
ABQ,MCI,349,35.04022,-106.60918999999998,39.29761,-94.71391
PNS,MCI,72,30.473309999999998,-87.18744000000001,39.29761,-94.71391
SFO,CVG,712,37.619,-122.37483999999999,39.04614,-84.66216999999999
LAX,CVG,770,33.94254,-118.40807,39.04614,-84.66216999999999
JFK,CVG,1,40.63975,-73.77893,39.04614,-84.66216999999999
LAS,CVG,725,36.08036,-115.15233,39.04614,-84.66216999999999
LGA,CVG,588,40.77724,-73.87261,39.04614,-84.66216999999999
ORD,CVG,1507,41.9796,-87.90446,39.04614,-84.66216999999999
SEA,CVG,94,47.44898,-122.30931000000001,39.04614,-84.66216999999999
ATL,CVG,2693,33.640440000000005,-84.42694,39.04614,-84.66216999999999
MCO,CVG,1166,28.428890000000003,-81.31603,39.04614,-84.66216999999999
DEN,CVG,1282,39.85841,-104.667,39.04614,-84.66216999999999
BOS,CVG,568,42.36435,-71.00518000000001,39.04614,-84.66216999999999
DCA,CVG,155,38.85208,-77.03772,39.04614,-84.66216999999999
FLL,CVG,440,26.07258,-80.15275,39.04614,-84.66216999999999
SAN,CVG,59,32.73356,-117.18966,39.04614,-84.66216999999999
PHX,CVG,312,33.43417,-112.00806000000001,39.04614,-84.66216999999999
MSP,CVG,874,44.88055,-93.21692,39.04614,-84.66216999999999
SLC,CVG,534,40.78839,-111.97776999999999,39.04614,-84.66216999999999
DFW,CVG,757,32.89595,-97.0372,39.04614,-84.66216999999999
EWR,CVG,106,40.6925,-74.16866,39.04614,-84.66216999999999
TPA,CVG,421,27.97547,-82.53325,39.04614,-84.66216999999999
PHL,CVG,71,39.87195,-75.24114,39.04614,-84.66216999999999
BWI,CVG,738,39.1754,-76.6682,39.04614,-84.66216999999999
MIA,CVG,38,25.79325,-80.29056,39.04614,-84.66216999999999
DTW,CVG,572,42.21206,-83.34884,39.04614,-84.66216999999999
CLT,CVG,235,35.214009999999995,-80.94313000000001,39.04614,-84.66216999999999
IAH,CVG,503,29.98047,-95.33972,39.04614,-84.66216999999999
RDU,CVG,72,35.87764,-78.78747,39.04614,-84.66216999999999
MDW,CVG,1008,41.78598,-87.75242,39.04614,-84.66216999999999
STL,CVG,57,38.747690000000006,-90.35999,39.04614,-84.66216999999999
